X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
-118.148308056487,33.8014419669842,12029,HSIP Freedom CollegesUniversities,450775,Education,Colleges and Universities,,LA County,Newbridge College-Long Beach,3799 E. Burnett St.,,Long Beach,CA,,5624984500,www.newbridgecollege.edu,,420,12846,,90815,http://egis3.lacounty.gov/lms/?p=12846,publish,33.801442,-118.148308,2010/11/01 19:50:56+00,,,6516611.38726021,1750153.66696431
-118.142520056867,33.8810879671457,12030,HSIP Freedom CollegesUniversities,450960,Education,Colleges and Universities,,LA County,Infotech Career College,16900 Lakewood Blvd Ste 209,,Bellflower,CA,,5628041239,www.infotechinst.com/,,50,12847,,90706,http://egis3.lacounty.gov/lms/?p=12847,publish,33.881088,-118.14252,2010/11/01 19:50:56+00,,,6518410.99225681,1779136.31372331
-118.322643055678,33.9308879673467,12031,HSIP Freedom CollegesUniversities,450997,Education,Colleges and Universities,,LA County,Healthy Hair Academy,2648 W Imperial Hwy,,Inglewood,CA,,3237579597,,,25,12848,,90303,http://egis3.lacounty.gov/lms/?p=12848,publish,33.930888,-118.322643,2010/11/01 19:50:56+00,,,6463796.25732638,1797386.09808981
-118.214662056498,34.1374259663619,12032,HSIP Freedom CollegesUniversities,451006,Education,Colleges and Universities,,LA County,Career College Consultants,5015 Eagle Rock Blvd Ste 302,,Los Angeles,CA,,3232542203,www.sticcc.com,,27,12849,,90041,http://egis3.lacounty.gov/lms/?p=12849,publish,34.137426,-118.214662,2010/11/01 19:50:56+00,,,6496712.85159805,1872461.6844869
-118.266163056811,34.0342249670631,12033,HSIP Freedom CollegesUniversities,108199,Education,Colleges and Universities,,LA County,Abram Friedman Occupational Center,1646 S Olive Street,,Los Angeles,CA,,2137652400,afoc.adultinstruction.org,,14127,12850,,90015,http://egis3.lacounty.gov/lms/?p=12850,publish,34.034225,-118.266163,2010/11/01 19:50:56+00,,,6481029.05455364,1834942.28806914
-118.309384056683,34.1071249665905,12034,HSIP Freedom CollegesUniversities,108870,Education,Colleges and Universities,,LA County,American Film Institute Conservatory,2021 N Western Ave,,Los Angeles,CA,,3238567600,www.AFI.com,,359,12851,,90027,http://egis3.lacounty.gov/lms/?p=12851,publish,34.107125,-118.309384,2010/11/01 19:50:56+00,,,6468015.7780868,1861509.35895064
-118.186901056586,34.1708439670439,12035,HSIP Freedom CollegesUniversities,109651,Education,Colleges and Universities,,LA County,Art Center College Of Design,1700 Lida St,,Pasadena,CA,,6263962200,www.artcenter.edu,,1760,12852,,91103,http://egis3.lacounty.gov/lms/?p=12852,publish,34.170844,-118.186901,2010/11/01 19:50:56+00,,,6505136.02963355,1884606.30389839
-118.302716056072,34.061718966709,12036,HSIP Freedom CollegesUniversities,110219,Education,Colleges and Universities,,LA County,Bryan College,3580 Wilshire Blvd Suite 400,,Los Angeles,CA,,2134848850,www.bryancollege.edu,,405,12853,,90010,http://egis3.lacounty.gov/lms/?p=12853,publish,34.061719,-118.302716,2010/11/01 19:50:56+00,,,6469984.49921498,1844979.18433389
-118.201255055833,33.7643379677243,12037,HSIP Freedom CollegesUniversities,110501,Education,Colleges and Universities,,LA County,California State University-Chancellors Office,"Analytic Studies 401 Golden Shore, 6Th Floor",,Long Beach,CA,,5629514000,www.calstate.edu/,,0,12854,,90802,http://egis3.lacounty.gov/lms/?p=12854,publish,33.764338,-118.201255,2010/11/01 19:50:56+00,,,6500498.00971013,1736678.47442657
-118.437885056053,34.0739879667504,12038,HSIP Freedom CollegesUniversities,110662,Education,Colleges and Universities,,LA County,University Of California-Los Angeles,405 Hilgard Ave,,Los Angeles,CA,,3108254321,www.ucla.edu/,,37782,12855,,90095,http://egis3.lacounty.gov/lms/?p=12855,publish,34.073988,-118.437885,2010/11/01 19:50:56+00,,,6429064.53577948,1849594.88442007
-118.448706055659,34.1953429665321,12039,HSIP Freedom CollegesUniversities,111638,Education,Colleges and Universities,,LA County,Casa Loma College-Van Nuys,6850 Van Nuys Blvd Ste 300,,Van Nuys,CA,,8187852726,www.casalomacollege.edu,,667,12856,,91405,http://egis3.lacounty.gov/lms/?p=12856,publish,34.195343,-118.448706,2010/11/01 19:50:56+00,,,6425984.74896005,1893772.21929356
-118.264472056341,33.7594959675908,12040,HSIP Freedom CollegesUniversities,112516,Education,Colleges and Universities,,LA County,National Polytechnic College Of Science,272 S Fries Ave L  Los Angeles Harbor,,Wilmington,CA,,3108165700,www.natpoly.edu,,304,12857,,90744,http://egis3.lacounty.gov/lms/?p=12857,publish,33.759496,-118.264472,2010/11/01 19:50:56+00,,,6481278.33259839,1734960.84925289
-118.450116055857,34.2282219660127,12041,HSIP Freedom CollegesUniversities,112783,Education,Colleges and Universities,,LA County,Western Beauty Institute,8700 Van Nuys Blvd,,Panorama City,CA,,8188949550,wbi.edu,,644,12858,,91402,http://egis3.lacounty.gov/lms/?p=12858,publish,34.228222,-118.450116,2010/11/01 19:50:56+00,,,6425611.9573828,1905739.26753789
-117.803140056843,34.0633639668399,12042,HSIP Freedom CollegesUniversities,113607,Education,Colleges and Universities,,LA County,Devry University-California,901 Corporate Ctr Dr,,Pomona,CA,,9096228866,www.devry.edu,,6183,12859,,91768,http://egis3.lacounty.gov/lms/?p=12859,publish,34.063364,-117.80314,2010/11/01 19:50:56+00,,,6621293.64935197,1845498.16459514
-117.931397057442,33.9936889669259,12043,HSIP Freedom CollegesUniversities,114062,Education,Colleges and Universities,,LA County,Marinello Schools Of Beauty,1600 South Azusa Ave Ste 242,,City Of Industry,CA,,6269652532,www.marinello.com,,140,12860,,91748,http://egis3.lacounty.gov/lms/?p=12860,publish,33.993689,-117.931397,2010/11/01 19:50:56+00,,,6582465.55345188,1820090.75346781
-118.309832056063,34.181715966226,12044,HSIP Freedom CollegesUniversities,114071,Education,Colleges and Universities,,LA County,Marinello Schools Of Beauty,200 N. San Fernando Blvd,,Burbank,CA,,8189548894,www.marinello.com,,249,12861,,91502,http://egis3.lacounty.gov/lms/?p=12861,publish,34.181716,-118.309832,2010/11/01 19:50:56+00,,,6467963.8333088,1888654.67965989
-118.259323055785,34.0443749667361,12045,HSIP Freedom CollegesUniversities,114354,Education,Colleges and Universities,,LA County,The Fashion Institute Of Design & Merchandising-Los Angeles,919 S Grand Ave,,Los Angeles,CA,,2136241200,WWW.FIDM.EDU,,4800,12862,,90015,http://egis3.lacounty.gov/lms/?p=12862,publish,34.044375,-118.259323,2010/11/01 19:50:56+00,,,6483110.94245023,1838630.64355332
-118.291781056518,34.0617749672213,12046,HSIP Freedom CollegesUniversities,116040,Education,Colleges and Universities,,LA County,La College International,3200 Wilshire Blvd. #400,,Los Angeles,CA,,2133813333,www.lac.edu,,250,12863,,90010,http://egis3.lacounty.gov/lms/?p=12863,publish,34.061775,-118.291781,2010/11/01 19:50:56+00,,,6473296.51293214,1844989.76994264
-118.494672055829,34.0175509669157,12047,HSIP Freedom CollegesUniversities,116350,Education,Colleges and Universities,,LA County,Toni & Guy Hairdressing Academy,1358 5Th St,,Santa Monica,CA,,3104510101,toniguyacademy.com,,45,12864,,90401,http://egis3.lacounty.gov/lms/?p=12864,publish,34.017551,-118.494672,2010/11/01 19:50:56+00,,,6411766.64517847,1829136.37645264
-117.819189057367,34.1030349670921,12048,HSIP Freedom CollegesUniversities,116475,Education,Colleges and Universities,,LA County,Itt Technical Institute-San Dimas,650 W. Cienega Ave.,,San Dimas,CA,,9099712300,www.itt-tech.edu,,1010,12865,,91773,http://egis3.lacounty.gov/lms/?p=12865,publish,34.103035,-117.819189,2010/11/01 19:50:56+00,,,6616406.8966583,1859926.03862648
-118.471709055895,34.1292579662077,12049,HSIP Freedom CollegesUniversities,116846,Education,Colleges and Universities,,LA County,American Jewish University,15600 Mulholland Dr,,Los Angeles,CA,,3104769777,www.ajula.edu,,230,12866,,90077,http://egis3.lacounty.gov/lms/?p=12866,publish,34.129258,-118.471709,2010/11/01 19:50:56+00,,,6418915.9924283,1869754.79587181
-117.985447057081,33.9246379672263,12050,HSIP Freedom CollegesUniversities,117672,Education,Colleges and Universities,,LA County,Southern California University Of Health Sciences,16200 E Amber Valley Dr,,Whittier,CA,,5629478755,www.scuhs.edu,,181,12867,,90604,http://egis3.lacounty.gov/lms/?p=12867,publish,33.924638,-117.985447,2010/11/01 19:50:56+00,,,6566085.33490005,1794954.82736181
-118.570969055635,34.1830039665992,12051,HSIP Freedom CollegesUniversities,117706,Education,Colleges and Universities,,LA County,Los Angeles Pierce College,6201 Winnetka Ave,,Woodland Hills,CA,,8183476401,www.piercecollege.edu,,21832,12868,,91371,http://egis3.lacounty.gov/lms/?p=12868,publish,34.183004,-118.570969,2010/11/01 19:50:56+00,,,6388988.11560439,1889469.42967081
-118.517422056645,34.3821399660974,12052,HSIP Freedom CollegesUniversities,117751,Education,Colleges and Universities,,LA County,The Master'S College And Seminary,21726 Placerita Canyon Road,,Santa Clarita,CA,,6612593540,www.masters.edu,,1458,12869,,91321,http://egis3.lacounty.gov/lms/?p=12869,publish,34.38214,-118.517422,2010/11/01 19:50:56+00,,,6405555.60313864,1961850.07329506
-118.212135056333,34.0621569666995,12053,HSIP Freedom CollegesUniversities,117803,Education,Colleges and Universities,,LA County,Los Angeles County College Of Nursing And Allied Health,1237 N. Mission Rd.,,Los Angeles,CA,,3232264911,ladhs.org/wps/portal/CollegeofNursing,,309,12870,,90033,http://egis3.lacounty.gov/lms/?p=12870,publish,34.062157,-118.212135,2010/11/01 19:50:56+00,,,6497419.72223155,1845068.32063857
-118.219534055954,34.0275859672993,12054,HSIP Freedom CollegesUniversities,118356,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,1241 S. Soto Street Suite #101,,Los Angeles,CA,,3239809253,www.marinello.com,,177,12871,,90023,http://egis3.lacounty.gov/lms/?p=12871,publish,34.027586,-118.219534,2010/11/01 19:50:56+00,,,6495151.26909131,1832492.09874381
-118.351873055863,33.961225966967,12055,HSIP Freedom CollegesUniversities,118374,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,240 S Market St,,Inglewood,CA,,3106748100,www.marinello.com,,135,12872,,90301,http://egis3.lacounty.gov/lms/?p=12872,publish,33.961226,-118.351873,2010/11/01 19:50:56+00,,,6454967.9911903,1808456.44405931
-118.037344056776,33.9819719667728,12056,HSIP Freedom CollegesUniversities,118383,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,6538 Greenleaf Ave,,Whittier,CA,,5626980068,www.marinello.com,,271,12873,,90601,http://egis3.lacounty.gov/lms/?p=12873,publish,33.981972,-118.037344,2010/11/01 19:50:56+00,,,6550348.87818405,1815821.69835764
-118.224650056345,34.1427419664834,12057,HSIP Freedom CollegesUniversities,118392,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,2700 Colorado Blvd Ste 266,,Los Angeles,CA,,3232546226,www.marinello.com,,0,12874,,90041,http://egis3.lacounty.gov/lms/?p=12874,publish,34.142742,-118.22465,2010/11/01 19:50:56+00,,,6493694.77626939,1874402.87417406
-118.534922056169,34.2010689662333,12058,HSIP Freedom CollegesUniversities,118417,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,18442 Sherman Way,,Reseda,CA,,8188812521,www.marinello.com,,86,12875,,91335,http://egis3.lacounty.gov/lms/?p=12875,publish,34.201069,-118.534922,2010/11/01 19:50:56+00,,,6399924.94478056,1895983.54525147
-118.396619056077,34.1835249668096,12059,HSIP Freedom CollegesUniversities,118426,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,6219 Laurel Canyon Blvd,,North Hollywood,CA,,8189801300,www.marinello.com,,103,12876,,91606,http://egis3.lacounty.gov/lms/?p=12876,publish,34.183525,-118.396619,2010/11/01 19:50:56+00,,,6441718.4389493,1889405.23951048
-117.935698057173,34.0719869673149,12060,HSIP Freedom CollegesUniversities,118480,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,118 Plaza Drive,,West Covina,CA,,6269621021,marinello.com,,116,12877,,91790,http://egis3.lacounty.gov/lms/?p=12877,publish,34.071987,-117.935698,2010/11/01 19:50:56+00,,,6581143.58726381,1848584.08099547
-118.396444056695,34.1826729662598,12061,HSIP Freedom CollegesUniversities,118967,Education,Colleges and Universities,,LA County,Kaplan College,6180 Laurel Cyn Blvd Ste 101,,North Hollywood,CA,,8187632563,kaplancollege.com,,1095,12878,,91606,http://egis3.lacounty.gov/lms/?p=12878,publish,34.182673,-118.396444,2010/11/01 19:50:56+00,,,6441770.14192988,1889094.97471106
-118.48047105623,34.0821119667949,12062,HSIP Freedom CollegesUniversities,119173,Education,Colleges and Universities,,LA County,Mount St Mary'S College,12001 Chalon Rd,,Los Angeles,CA,,3109544000,www.msmc.la.edu,,2358,12879,,90049,http://egis3.lacounty.gov/lms/?p=12879,publish,34.082112,-118.480471,2010/11/01 19:50:56+00,,,6416182.33811872,1852610.24125023
-118.526235055447,34.2010629668396,12063,HSIP Freedom CollegesUniversities,119359,Education,Colleges and Universities,,LA County,Everest College-Reseda,18040 Sherman Way Ste 400,,Reseda,CA,,8187740550,www.everest.edu/campus/reseda,,223,12880,,91335,http://egis3.lacounty.gov/lms/?p=12880,publish,34.201063,-118.526235,2010/11/01 19:50:56+00,,,6402551.61406788,1895967.49705523
-118.299051056102,34.0617399666733,12064,HSIP Freedom CollegesUniversities,119368,Education,Colleges and Universities,,LA County,Everest College-La Wilshire,3460 Wilshire Blvd Ste 500,,Los Angeles,CA,,2133889950,www.everest.edu/campus/la_wilshire,,188,12881,,90010,http://egis3.lacounty.gov/lms/?p=12881,publish,34.06174,-118.299051,2010/11/01 19:50:56+00,,,6471094.56425205,1844983.50387906
-118.292943056371,33.8924549672206,12065,HSIP Freedom CollegesUniversities,119456,Education,Colleges and Universities,,LA County,Everest College-Gardena,"1045 W. Redondo Beach Boulevard, Suite 275",,Gardena,CA,,3105277105,www.everest.edu/campus/gardena,,194,12882,,90247,http://egis3.lacounty.gov/lms/?p=12882,publish,33.892455,-118.292943,2010/11/01 19:50:56+00,,,6472764.99332589,1783371.91712873
-118.148322057109,34.0799329664981,12066,HSIP Freedom CollegesUniversities,119465,Education,Colleges and Universities,,LA County,Everest College-Alhambra,2215 Mission Rd,,Alhambra,CA,,6269794940,www.everest.edu/campus/alhambra,,776,12883,,91803,http://egis3.lacounty.gov/lms/?p=12883,publish,34.079933,-118.148322,2010/11/01 19:50:56+00,,,6516756.67830822,1851502.68670681
-118.362064056287,34.0630529669657,12067,HSIP Freedom CollegesUniversities,119827,Education,Colleges and Universities,,LA County,Marinello School Of Beauty,6111 Wilshire Boulevard,,Los Angeles,CA,,3239382005,marinello.com,,166,12884,,90048,http://egis3.lacounty.gov/lms/?p=12884,publish,34.063053,-118.362064,2010/11/01 19:50:56+00,,,6452011.15228772,1845524.08908398
-118.499469056162,34.2574799663703,12068,HSIP Freedom CollegesUniversities,119845,Education,Colleges and Universities,,LA County,Newberry School Of Beauty,16860 Devonshire Blvd,,Granada Hills,CA,,8183663211,,,187,12885,,91344,http://egis3.lacounty.gov/lms/?p=12885,publish,34.25748,-118.499469,2010/11/01 19:50:56+00,,,6410746.85161439,1916457.11782131
-117.751156057501,34.062341966853,12069,HSIP Freedom CollegesUniversities,120069,Education,Colleges and Universities,,LA County,North-West College-Pomona,134 W Holt Ave,,Pomona,CA,,9096231552,www.north-westcollege.com,,119,12886,,91768,http://egis3.lacounty.gov/lms/?p=12886,publish,34.062342,-117.751156,2010/11/01 19:50:56+00,,,6637039.02304488,1845161.14755264
-117.94986905668,34.0717639675495,12070,HSIP Freedom CollegesUniversities,120078,Education,Colleges and Universities,,LA County,North-West College-West Covina,2121 W Garvey Ave,,West Covina,CA,,6269605046,www.northwestcollege.com,,390,12887,,91790,http://egis3.lacounty.gov/lms/?p=12887,publish,34.071764,-117.949869,2010/11/01 19:50:56+00,,,6576852.07353714,1848500.48404981
-118.139358057175,34.1472009666723,12071,HSIP Freedom CollegesUniversities,120087,Education,Colleges and Universities,,LA County,North-West College-Pasadena,530 E Union,,Pasadena,CA,,6267965815,www.north-westcollege.com,,79,12888,,91101,http://egis3.lacounty.gov/lms/?p=12888,publish,34.147201,-118.139358,2010/11/01 19:50:56+00,,,6519505.01959631,1875978.85560215
-118.417093055674,33.9575449667652,12072,HSIP Freedom CollegesUniversities,120403,Education,Colleges and Universities,,LA County,Otis College Of Art And Design,9045 Lincoln Blvd,,Los Angeles,CA,,8005276847,www.otis.edu,,1206,12889,,90045,http://egis3.lacounty.gov/lms/?p=12889,publish,33.957545,-118.417093,2010/11/01 19:50:56+00,,,6435185.15575606,1807192.50892314
-118.150638055941,33.8892949671378,12073,HSIP Freedom CollegesUniversities,121008,Education,Colleges and Universities,,LA County,Marinello Schools Of Beauty,8527 Alondra Blvd Ste 129,,Paramount,CA,,5625311800,www.marinello.com,,197,12890,,90723,http://egis3.lacounty.gov/lms/?p=12890,publish,33.889295,-118.150638,2010/11/01 19:50:56+00,,,6515951.39973505,1782126.6269684
-118.29051105652,33.8517489674918,12074,HSIP Freedom CollegesUniversities,121381,Education,Colleges and Universities,,LA County,Westwood College-South Bay,"19700 S. Vermont Avenue, Suite 100",,Torrance,CA,,3105251258,www.westwood.edu,,620,12891,,90502,http://egis3.lacounty.gov/lms/?p=12891,publish,33.851749,-118.290511,2010/11/01 19:50:56+00,,,6473460.26555739,1768555.93068464
-118.490470056102,34.0099749670676,12075,HSIP Freedom CollegesUniversities,121628,Education,Colleges and Universities,,LA County,Pardee Rand Graduate School Of Policy Studies,1776 Main St,,Santa Monica,CA,,3103930411,www.prgs.edu,,115,12892,,90407,http://egis3.lacounty.gov/lms/?p=12892,publish,34.009975,-118.49047,2010/11/01 19:50:56+00,,,6413026.54160881,1826373.10999756
-118.082922056934,34.0804979673697,12076,HSIP Freedom CollegesUniversities,121992,Education,Colleges and Universities,,LA County,Rosemead Beauty School,8531 E Valley Blvd,,Rosemead,CA,,6262862146,,,170,12893,,91770,http://egis3.lacounty.gov/lms/?p=12893,publish,34.080498,-118.082922,2010/11/01 19:50:56+00,,,6536560.73253205,1851685.52229914
-118.289927056177,34.0662259670136,12077,HSIP Freedom CollegesUniversities,122117,Education,Colleges and Universities,,LA County,Dongguk Royal University,440 Shatto Pl,,Los Angeles,CA,,2134870110,www.dru.edu,,181,12894,,90020,http://egis3.lacounty.gov/lms/?p=12894,publish,34.066226,-118.289927,2010/11/01 19:50:56+00,,,6473862.71783647,1846607.9428874
-118.398360055735,33.7448759676242,12078,HSIP Freedom CollegesUniversities,122269,Education,Colleges and Universities,,LA County,Salvation Army Crestmont College,,,,CA,,,,,0,12895,,,http://egis3.lacounty.gov/lms/?p=12895,publish,33.744876,-118.39836,2010/11/01 19:50:56+00,,,6440559.26180571,1729774.42393023
-118.293016056493,34.0617649669965,12079,HSIP Freedom CollegesUniversities,122843,Education,Colleges and Universities,,LA County,Westwood College-Los Angeles,3250 Wilshire Blvd Ste 400,,Los Angeles,CA,,2137399999,www.westwood.edu,,1046,12896,,90010,http://egis3.lacounty.gov/lms/?p=12896,publish,34.061765,-118.293016,2010/11/01 19:50:56+00,,,6472922.45003197,1844987.21876664
-118.283858055951,34.0210579673441,12080,HSIP Freedom CollegesUniversities,123961,Education,Colleges and Universities,,LA County,University Of Southern California,University Park,,Los Angeles,CA,,2137402311,www.usc.edu/,,33747,12897,,90089,http://egis3.lacounty.gov/lms/?p=12897,publish,34.021058,-118.283858,2010/11/01 19:50:56+00,,,6475654.35861014,1830165.2415209
-118.22522805619,33.9862669667449,12081,HSIP Freedom CollegesUniversities,124681,Education,Colleges and Universities,,LA County,United Education Institute-Huntington Park Campus,6055 Pacific Blvd.,,Huntington Park,CA,,3232778000,,,4467,12898,,90255,http://egis3.lacounty.gov/lms/?p=12898,publish,33.986267,-118.225228,2010/11/01 19:50:56+00,,,6493392.29098196,1817459.12782556
-118.291872056173,33.9598399667974,12082,HSIP Freedom CollegesUniversities,124779,Education,Colleges and Universities,,LA County,Universal College Of Beauty Inc,8619 S. Vermont Ave,,Los Angeles,CA,,3237505750,,,30,12899,,90044,http://egis3.lacounty.gov/lms/?p=12899,publish,33.95984,-118.291872,2010/11/01 19:50:56+00,,,6473161.23662789,1807893.78901665
-118.254213056166,33.9367059670116,12085,HSIP Freedom CollegesUniversities,125301,Education,Colleges and Universities,,LA County,Maxine Waters Employment Preparation Center,10925 South  Central Ave,,Los Angeles,CA,,(323) 564 - 1431,,,2117,12900,,90059,http://egis3.lacounty.gov/lms/?p=12900,publish,33.936706,-118.254213,2013/04/25 11:23:03+00,,,6484559.86999856,1799443.82724206
-118.390738056025,34.0004319665538,12088,HSIP Freedom CollegesUniversities,125471,Education,Colleges and Universities,,LA County,West Los Angeles College,9000 Overland Avenue,,Culver City,CA,,3102874200,www.wlac.edu,,11612,12901,,90230,http://egis3.lacounty.gov/lms/?p=12901,publish,34.000432,-118.390738,2010/11/01 19:50:56+00,,,6443238.04647438,1822767.75664398
-118.370026056152,33.9462029666744,12089,HSIP Freedom CollegesUniversities,125480,Education,Colleges and Universities,,LA County,The University Of West Los Angeles,9920 S. La Cienega Blvd. #404,,Inglewood,CA,,3103425200,www.uwla.edu,,264,12902,,90301,http://egis3.lacounty.gov/lms/?p=12902,publish,33.946203,-118.370026,2010/11/01 19:50:56+00,,,6449443.15479906,1803009.05206698
-118.346633056644,34.0852919663467,12090,HSIP Freedom CollegesUniversities,126076,Education,Colleges and Universities,,LA County,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,7215 Waring Ave,,Los Angeles,CA,,3239373763,,,121,12903,,90046,http://egis3.lacounty.gov/lms/?p=12903,publish,34.085292,-118.346633,2010/11/01 19:50:56+00,,,6456712.66552247,1853600.76190698
-118.52681725574,34.2367096266985,12091,HSIP Freedom CollegesUniversities,110608,Education,Colleges and Universities,,LA County,California State University-Northridge,18111 Nordhoff St,,Northridge,CA,,8186771200,www.csun.edu,,36208,12904,,91330,http://egis3.lacounty.gov/lms/?p=12904,publish,34.23670966,-118.5268172,2010/11/01 19:50:56+00,,,6402443.56343096,1908940.70470457
-118.538393555617,34.1795962668051,12092,HSIP Freedom CollegesUniversities,112570,Education,Colleges and Universities,,LA County,Columbia College Hollywood,18618 Oxnard St,,Tarzana,CA,,8183458414,WWW.COLUMBIACOLLEGE.EDU,,356,12905,,91356,http://egis3.lacounty.gov/lms/?p=12905,publish,34.1795963,-118.5383935,2010/11/01 19:50:56+00,,,6398833.41612372,1888174.95785031
-118.538931655335,34.1703436366033,12093,HSIP Freedom CollegesUniversities,368771,Education,Colleges and Universities,,LA County,Hypnosis Motivation Institute,18607 Ventura Blvd Ste 310,,Tarzana,CA,,8187582720,www.hypnosis.edu,,55,12906,,91356,http://egis3.lacounty.gov/lms/?p=12906,publish,34.17034367,-118.5389316,2010/11/01 19:50:56+00,,,6398652.61628847,1884808.67849365
-118.484700055894,34.0302999668969,12094,HSIP Freedom CollegesUniversities,114114,Education,Colleges and Universities,,LA County,Emperor'S College Of Traditional Oriental Medicine,"1807 Wilshire Blvd, Ste #200",,Santa Monica,CA,,3104538300,www.emperors.edu,,162,12907,,90403,http://egis3.lacounty.gov/lms/?p=12907,publish,34.0303,-118.4847,2010/11/01 19:50:56+00,,,6414810.87399814,1833761.21694048
-118.439436456259,34.0522636066692,12095,HSIP Freedom CollegesUniversities,109013,Education,Colleges and Universities,,LA County,American Intercontinental University,12655 West Jefferson Blvd,,Los Angeles,CA,,3103022000,la.aiuniv.edu/,,377,12908,,90066,http://egis3.lacounty.gov/lms/?p=12908,publish,34.05226364,-118.4394364,2010/11/01 19:50:56+00,,,6428560.1621163,1841691.09707806
-118.338331656078,34.062216316723,12096,HSIP Freedom CollegesUniversities,114044,Education,Colleges and Universities,,LA County,Elegance International,1622 N. Highland Ave,,Hollywood,CA,,3238718318,www.ei.edu,,43,12909,,90028,http://egis3.lacounty.gov/lms/?p=12909,publish,34.06221635,-118.3383316,2010/11/01 19:50:56+00,,,6459197.98732346,1845194.57563539
-118.389918255594,34.0326181470942,12097,HSIP Freedom CollegesUniversities,122287,Education,Colleges and Universities,,LA County,Samra University Of Oriental Medicine,"1730 W. Olympic Boulevard, 3Rd Floor",,Los Angeles,CA,,2133812221,SAMRA.EDU,,186,12910,,90015,http://egis3.lacounty.gov/lms/?p=12910,publish,34.03261818,-118.3899182,2010/11/01 19:50:56+00,,,6443531.96222514,1834479.90316714
-118.50151665598,34.169742916409,12098,HSIP Freedom CollegesUniversities,110307,Education,Colleges and Universities,,LA County,Phillips Graduate Institute,5445 Balboa Blvd,,Encino,CA,,8183865600,pgi.edu,,319,12911,,91316,http://egis3.lacounty.gov/lms/?p=12911,publish,34.16974295,-118.5015166,2010/11/01 19:50:56+00,,,6409968.83381347,1884531.49564905
-118.337081856141,34.1005999668727,12099,HSIP Freedom CollegesUniversities,119270,Education,Colleges and Universities,,LA County,Musicians Institute,1655 Mccadden,,Hollywood,CA,,3234621384,www.mi.edu,,1312,12912,,90028,http://egis3.lacounty.gov/lms/?p=12912,publish,34.1006,-118.3370818,2010/11/01 19:50:56+00,,,6459623.36212888,1859161.76456448
-118.282018256573,34.163463606402,12100,HSIP Freedom CollegesUniversities,115010,Education,Colleges and Universities,,LA County,Glendale Career College,1015 Grandview Ave,,Glendale,CA,,8189564915,www.success.edu,,150,12913,,91201,http://egis3.lacounty.gov/lms/?p=12913,publish,34.16346364,-118.2820182,2010/11/01 19:50:56+00,,,6476357.26074764,1881987.57586814
-118.266000056068,34.0325999666113,12101,HSIP Freedom CollegesUniversities,431956,Education,Colleges and Universities,,LA County,Virginia Sewing Machines And School Center,1033 S Broadway St,,Los Angeles,CA,,2137478292,,,68,12914,,90015,http://egis3.lacounty.gov/lms/?p=12914,publish,34.0326,-118.266,2010/11/01 19:50:56+00,,,6481076.87499605,1834350.78958023
-118.308894556696,34.0437523064281,12102,HSIP Freedom CollegesUniversities,120838,Education,Colleges and Universities,,LA County,Pacific States University,1516 S Western Ave,,Los Angeles,CA,,3237312383,www.psuca.edu,,194,12915,,90006,http://egis3.lacounty.gov/lms/?p=12915,publish,34.04375234,-118.3088945,2010/11/01 19:50:56+00,,,6468093.08436264,1838446.49136256
-118.272154556521,34.0562817869059,12103,HSIP Freedom CollegesUniversities,109721,Education,Colleges and Universities,,LA County,Associated Technical College,1670 Wilshire Blvd,,Los Angeles,CA,,2134136808,,,197,12916,,90017,http://egis3.lacounty.gov/lms/?p=12916,publish,34.05628182,-118.2721545,2010/11/01 19:50:56+00,,,6479235.50499114,1842974.02791114
-118.292281856266,34.0792363264501,12104,HSIP Freedom CollegesUniversities,109040,Education,Colleges and Universities,,LA County,American Career College,4021 Rosewood Avenue,,Los Angeles,CA,,3236687555,www.americancareer.com,,1711,12917,,90004,http://egis3.lacounty.gov/lms/?p=12917,publish,34.07923636,-118.2922818,2010/11/01 19:50:56+00,,,6473163.30978647,1851344.70670781
-118.309136456382,34.0788181466543,12105,HSIP Freedom CollegesUniversities,401223,Education,Colleges and Universities,,LA County,World Mission University,500 Shatto Pl Ste 600,,Los Angeles,CA,,2133852322,www.wmu.edu,,307,12918,,90020,http://egis3.lacounty.gov/lms/?p=12918,publish,34.07881818,-118.3091364,2010/11/01 19:50:56+00,,,6468059.04866955,1851207.79228348
-118.150493256369,34.0814853564814,12106,HSIP Freedom CollegesUniversities,123581,Education,Colleges and Universities,,LA County,Pinnacle College,"1000 South Fremont Avenue, Bldg A-11, Ste 11010",,Alhambra,CA,,6262840050,www.pinnaclecollege.edu,,64,12919,,91803,http://egis3.lacounty.gov/lms/?p=12919,publish,34.08148539,-118.1504932,2010/11/01 19:50:56+00,,,6516100.05987081,1852068.60749097
